pet_id,organization_id,name,breed,age,colors,size,gender,spayed_neutered,house_trained,shots_current,pet_url,description,listed_on,pet_status
48555420,1,Ruff,"Terrier, Pug",Young,"Brindle, Brown / Chocolate",Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555420/3/?bust=1595364733&width=450,"Meet Ruff, Ruff is a smaller breed - probably around 10 lbs at  6-7  months old and a complete mix...",2020-07-21 20:52:42+00:00,adopted
48549950,2,Delilah,German Shepherd Dog,Adult,"Black, Yellow / Tan / Blond / Fawn",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549950/1/?bust=1595337409&width=450,"______ DOB/AGE: 07/10/2019 WEIGHT (GROWN):  55-60 lbs   I am currently in foster care, but very much adoptable.  You will need...",2020-07-21 13:17:11+00:00,adopted
48550360,3,Red,"Dogue de Bordeaux, Mixed Breed",Adult,Red / Chestnut / Orange,Extra Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550360/1/?bust=1597245026&width=450,"Okay people, prepare yourself for this face. Meet big Red! Red is a French mastiff, whose heart is as big...",2020-07-21 14:00:23+00:00,adoptable
48550730,4,Louie,"Labrador Retriever, Black Mouth Cur",Young,None,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550730/3/?bust=1595361932&width=450,Louie is 15 months old and 42 lbs. He is a German Shepherd/Black Mouth Curr mix. He is friendly and...,2020-07-21 20:05:39+00:00,adopted
48552648,5,Kenny,Border Collie,Adult,None,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552648/1/?bust=1595351794&width=450,"My name is Kenny. I&#039;m a 1 yr old, male border collie mix. I am a very sweet boy. I...",2020-07-21 17:17:43+00:00,adopted
48549792,6,Stormy,Labrador Retriever,Senior,Black,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549792/3/?bust=1595335643&width=450,What’s better than one laid back sweet cuddle bug? How about TWO laid back sweet cuddle bugs??   Rusty and Stormy...,2020-07-21 12:49:55+00:00,adopted
48551137,7,Copper,Mixed Breed,Adult,"Black, White / Cream",Medium,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551137/1/?bust=1597340741&width=450,None,2020-07-21 15:35:14+00:00,adoptable
48549854,8,Christian,Australian Shepherd,Adult,None,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549854/1/?bust=1597236010&width=450,Meet Christian!!  Christian was found by a police officer living under an abandoned car In a yard for two years....,2020-07-21 12:53:20+00:00,adopted
48551072,9,Jasper,Chihuahua,Adult,None,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551072/1/?bust=1597357267&width=450,"Meet Jasper...an adorable little 1 year old Chiweenie, weighing 8 pounds. He came to us from a rural area in...",2020-07-21 15:27:16+00:00,adopted
48550819,10,Wendy Peffercorn,"Terrier, Mixed Breed",Adult,None,Small,Female,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550819/1/?bust=1597360599&width=450,Calling all sandlot fans!Meet Wendy Dawn Peffercorn! She was the momma to the beautiful &amp;#34;Sandlot&amp;#34; litter. Her 6 babies have...,2020-07-21 15:06:52+00:00,adoptable
48553223,11,Cricket,Labrador Retriever,Young,Black,Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553223/1/?bust=1595354366&width=450,he is a very sweet girl but is shy when meeting new people and being in new situations. When she...,2020-07-21 18:01:01+00:00,adopted
48555123,12,Chase,German Shepherd Dog,Adult,None,Medium,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555123/1/?bust=1597614035&width=450,"Greetings, my name is Chase and I am about 2 years old. I am a happy friendly boy who likes...",2020-07-21 20:15:11+00:00,adoptable
48554732,13,Maggie,"Plott Hound, Black and Tan Coonhound",Young,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554732/2/crop/?bust=1597538403&width=450,Maggie had been dumped because she had no prey drive and therefore did not make a good hunting dog.  After...,2020-07-21 19:48:19+00:00,adoptable
48554677,14,Spotiana,Terrier,Young,"Black, White / Cream",Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554677/2/crop/?bust=1595361233&width=450,"Meet Spotiana! She is a sweet 1 year old terrier mix pup at about 38 pounds, who just wants a...",2020-07-21 19:53:22+00:00,adopted
48555066,15,Daisy Mea,American Bulldog,Young,"Golden, White / Cream",Large,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555066/1/?bust=1595362361&width=450,"Hello, my name is Daisy Mea. I am a 1 yr old female American bulldog current on vaccinations -rabies, distemper/parvo,...",2020-07-21 20:22:27+00:00,adopted
48552609,16,Rufus,"German Shepherd Dog, Labrador Retriever",Adult,None,Large,Male,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552609/3/?bust=1595351599&width=450,Rufus is not with Hartman&#039;s Haven. We are trying to help his current owner find him a new home.   He&#039;s...,2020-07-21 17:14:58+00:00,adopted
48549696,17,Tia,Mixed Breed,Adult,Bicolor,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549696/3/?bust=1595334577&width=450,"This sweet gal is a volunteer favorite.  Good natured and easy on a leash, she is sure to make someone...",2020-07-21 12:31:09+00:00,adopted
48550008,18,Flounder,Terrier,Young,"Brindle, White / Cream",Small,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550008/3/?bust=1595338434&width=450,Case #16006. Flounder is a 1 year old Terrier Mix that was found at large and brought to the shelter...,2020-07-21 13:35:31+00:00,adopted
48551249,19,Paris,"Schipperke, Staffordshire Bull Terrier",Young,"Black, White / Cream",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551249/1/?bust=1595346716&width=450,"Brought in to the shelter due to her owners health concerns, Paris is a Very excited but shy girl, who...",2020-07-21 15:54:16+00:00,adopted
48552936,20,Zeke,Labrador Retriever,Young,Yellow / Tan / Blond / Fawn,Large,Male,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552936/1/?bust=1595353512&width=450,~~Came in to the shelter because his owner did not have enough time to care for him ~~Friendly with school...,2020-07-21 17:45:23+00:00,adopted
48555158,21,RONIN,"German Shepherd Dog, Australian Shepherd",Adult,"Black, Yellow / Tan / Blond / Fawn",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555158/1/?bust=1595362857&width=450,"Ronin is a striking 2 year old German Shepherd and Australian Shepherd mix. At 54 lbs, he’s an athletic dog...",2020-07-21 20:23:06+00:00,adopted
48555271,22,Stevie,Terrier,Young,None,Small,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555271/1/?bust=1597807160&width=450,You can fill out an adoption application online on our official website.,2020-07-21 20:32:08+00:00,adopted
48554876,23,Stormy,Terrier,Adult,"Brindle, White / Cream",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554876/1/?bust=1597795521&width=450,None,2020-07-21 19:55:15+00:00,adoptable
48552625,24,Lille,"Poodle, Bichon Frise",Young,None,Small,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552625/1/?bust=1597434882&width=450,Lille - o/s,2020-07-21 17:13:17+00:00,adopted
48550248,25,MURRAY,Pit Bull Terrier,Young,None,Large,Male,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550248/1/?bust=1597273024&width=450,None,2020-07-21 13:50:35+00:00,adoptable
48552760,26,Nadine,Labrador Retriever,Baby,None,Large,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552760/1/?bust=1595352585&width=450,Good With Dogs: Yes Good With Cats: unknown Good With Kids: Yes Kennel Trained: Yes Age: Approx.  8 months Adoption...,2020-07-21 17:31:45+00:00,adopted
48554437,27,Penelope- Sweet Puppy Breath,"Labrador Retriever, Redbone Coonhound",Baby,"Black, Red / Chestnut / Orange",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554437/1/?bust=1595358973&width=450,4 Precious Paws Rescue holds pet adoptions every Saturday at the Carmel PetSmart Store from 12:00pm until 3:00pm. located at...,2020-07-21 19:18:30+00:00,adopted
48550927,28,Sunny,"Bloodhound, Shepherd",Adult,None,Large,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550927/1/?bust=1597247195&width=450,"Hi! My name is  Sunny  , I was rescued from an outside pen with 20+ other dogs and little to...",2020-07-21 15:11:01+00:00,adopted
48549655,29,Mia (husky),"Husky, Hound",Adult,None,Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549655/1/?bust=1596965523&width=450,"Mia is a beautiful 2 year old, 50 pound husky mix... Very sweet and super active! Loves the car, dog...",2020-07-21 11:20:47+00:00,adopted
48555119,30,Mike,Dachshund,Young,None,Medium,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555119/1/?bust=1597707039&width=450,You can fill out an adoption application online on our official website.,2020-07-21 20:15:10+00:00,adopted
48550931,31,Raina,Mixed Breed,Adult,"Apricot / Beige, White / Cream",Large,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550931/1/?bust=1595344316&width=450,"All of our dogs are spayed or neutered, given a rabies vaccine (if old enough), distemper/parvo/bordetella vaccines, heartworm tested (if...",2020-07-21 15:12:16+00:00,adoptable
48549881,32,Piglet,Pit Bull Terrier,Adult,"Merle (Red), White / Cream",Large,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549881/3/?bust=1595337000&width=450,Piglet is 5 years old. Due to her breed she is required to find a home outside of Prince Georges...,2020-07-21 13:16:07+00:00,adopted
48551048,33,Chloe,Mixed Breed,Adult,Brindle,Large,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551048/1/?bust=1596132069&width=450,5 year old female $160,2020-07-21 15:25:27+00:00,adoptable
48553425,34,Madness,Retriever,Baby,Black,Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553425/1/?bust=1595355187&width=450,"Madness is a retriever mix, approx. 5mo old and 30lb. He will be ready to travel to New England in...",2020-07-21 18:13:28+00:00,adopted
48553649,35,Hotch - Sweet Puppy Breath,"Labrador Retriever, Redbone Coonhound",Baby,"Black, Red / Chestnut / Orange",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553649/1/?bust=1595356548&width=450,4 Precious Paws Rescue holds pet adoptions every Saturday at the Carmel PetSmart Store from 12:00pm until 3:00pm. located at...,2020-07-21 18:39:41+00:00,adopted
48553219,36,Arlo,"Shepherd, Pit Bull Terrier",Baby,"Black, White / Cream",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553219/4/?bust=1596815423&width=450,"Arlo is approx. 6mo old and a bully breed mix, around 30lb. He will be ready to travel to New...",2020-07-21 17:59:11+00:00,adoptable
48549614,37,Dora,Shepherd,Baby,None,Large,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549614/1/?bust=1597262521&width=450,"DORA  Female SHEP MIX BRINDLE 13 2DHPP KC 2/15/2020 NO PUPPY  Hi Cathleen, She is doing great and really starting...",2020-07-21 11:05:29+00:00,adopted
48555322,38,Bernie,"Pit Bull Terrier, American Bulldog",Adult,Black,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555322/2/?bust=1595364122&width=450,"Bernie came to us very unsure about how to relate to humans. We have worked extensively with him, helping him...",2020-07-21 20:45:19+00:00,adoptable
48550570,39,Yogi,"Mastiff, Shepherd",Adult,"Bicolor, Black",Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550570/2/?bust=1595342070&width=450,Hi! I am a Gentle giant that was found running around a parking lot in Kansas.  I am playful and...,2020-07-21 15:08:13+00:00,adoptable
48554860,40,Gus,Schnauzer,Adult,None,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554860/1/?bust=1595361409&width=450,DOG BIOGRAPHY: Say hello to Gus the Great! He&#039;s a two-year-old schnauzer who weighs fifteen pounds. Gus was surrendered to...,2020-07-21 19:57:41+00:00,adoptable
48553281,41,Buddy,Mixed Breed,Baby,"White / Cream, Brindle",Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553281/5/crop/?bust=1596466459&width=450,"Meet Buddy! He is around 3 months old, 17 pounds, found as a stray.   Buddy loves playing with the other...",2020-07-21 18:10:08+00:00,adopted
48549726,42,Nizhoni,Australian Cattle Dog / Blue Heeler,Baby,"Tricolor (Brown, Black, & White)",Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549726/2/?bust=1595333845&width=450,"Nizhoni (Beautiful in Navajo) is a rambunctious, active, very very social and loving little girl. Nizhoni has not met an...",2020-07-21 12:18:35+00:00,adopted
48550012,43,Moose - Application Pending,Saint Bernard,Adult,None,Large,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550012/1/?bust=1595338380&width=450,Moose is living in a foster home. Submit an application from our website and then make an appointment to meet...,2020-07-21 13:57:50+00:00,adoptable
48555210,44,Olive,Shepherd,Baby,Brown / Chocolate,Small,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555210/2/?bust=1595442378&width=450,Olive came to us from Mexico with her siblings. We do not know what her breed mix is! She will...,2020-07-21 20:33:29+00:00,adopted
48553844,45,Buddy,"Retriever, Setter",Adult,"Tricolor (Brown, Black, & White)",Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553844/4/?bust=1595357067&width=450,YOU MUST HAVE AN APPROVED APPLICATION IN ORDER TO MEET OUR PETS  Buddy is a 6 year old setter/retriever mix...,2020-07-21 18:46:11+00:00,adopted
48552613,46,Quiet Riot,Collie,Baby,None,Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552613/1/?bust=1597606474&width=450,"You can fill out an adoption application online on our official website. We love rock and roll, put another dime...",2020-07-21 17:12:34+00:00,adopted
48552994,47,Rainier,"Basset Hound, Labrador Retriever",Baby,"Black, White / Cream",Medium,Male,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552994/4/crop/?bust=1595527075&width=450,"Rainier was found in Rowesville, SC, very malnourished, had mange, and needed medical attention as soon as possible. When we...",2020-07-23 18:00:02+00:00,adopted
48551204,48,Lenny,Mixed Breed,Adult,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551204/1/?bust=1595346358&width=450,5 year old female $160,2020-07-21 15:46:09+00:00,adoptable
48553540,49,Roscoe,Belgian Shepherd / Malinois,Adult,None,Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553540/1/?bust=1595355971&width=450,"**In the interest in placing Roscoe in a home where he will succeed, at this time we will only consider...",2020-07-21 18:27:22+00:00,adopted
48555494,50,Penelope,Pyrenean Shepherd,Baby,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555494/1/?bust=1595364954&width=450,"Say hello to Penelope ! Penelope is being fostered with her brother, Prairie. These cute great pyr mix puppies are...",2020-07-21 20:59:17+00:00,adopted
48550679,51,Laurel,Labrador Retriever,Baby,Brown / Chocolate,Medium,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550679/1/?bust=1595350235&width=450,"Laurel came from a rescuer in Alabama who needed our help. She is about 5 months old, lab mix, up...",2020-07-21 16:55:13+00:00,adopted
48553405,52,Buddy-PENDING,"Beagle, Chihuahua",Adult,Yellow / Tan / Blond / Fawn,Small,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553405/2/?bust=1595355508&width=450,"Buddy is a 2 year old, blonde and white, short haired, Chihuahua, Beagle mix male and he weeghs approx. 15...",2020-07-21 18:12:02+00:00,adopted
48555314,53,Stout,"Boxer, Shepherd",Baby,Yellow / Tan / Blond / Fawn,Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555314/1/?bust=1595363965&width=450,Stout is a 3 month old puppy who currently weighs 30 lbs.,2020-07-21 20:40:02+00:00,adopted
48549788,54,Buddy,"Mixed Breed, Labrador Retriever",Senior,Black,Large,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549788/3/?bust=1595944202&width=450,Buddy is a water-loving lab mix who&#039;s ready for a calm family environment.  He enjoys being with his person and...,2020-07-21 12:48:32+00:00,adoptable
48552594,55,Rudy,"Dachshund, Chihuahua",Adult,Red / Chestnut / Orange,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552594/1/?bust=1595351507&width=450,Name:  Rudy  4934 Age: ~4 to 5 years Color:  Red Coat:  Smooth Sex:  Male/Neutered Size:  Tweenie – 16 lbs.  Rudy...,2020-07-21 17:13:06+00:00,adopted
48554440,56,17786009 / Jake,"Labrador Retriever, Boxer",Senior,Black,Large,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554440/1/?bust=1595358947&width=450,This handsome man is looking for his owners or a new forever home if they don&#039;t find him here. He...,2020-07-21 19:20:01+00:00,adopted
48550680,57,Jackson,Golden Retriever,Senior,Golden,Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550680/1/?bust=1595342931&width=450,Handsome Jackson is looking for a retirement home to soend the rest of his years in. Jackson&#039;s previous home loved...,2020-07-21 14:49:28+00:00,adoptable
48555197,58,BANKSY,Chow Chow,Baby,Red / Chestnut / Orange,Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555197/1/?bust=1595363472&width=450,"Banksy came to Home Fur Good via H.A.R.T.T, the Humane Animal Rescue and Trapping Team.  They are a volunteer-based organization...",2020-07-21 20:33:34+00:00,adopted
48555206,59,SASHA,Pomeranian,Adult,"Gray / Blue / Silver, Yellow / Tan / Blond / Fawn",Small,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555206/1/?bust=1595363362&width=450,"At 9 years old, Sasha is an adorable well-mannered princess. She knows the ropes and is ready to go -...",2020-07-21 20:34:45+00:00,adopted
48550792,60,Dakota~Adopted!!,"Terrier, Collie",Baby,None,Medium,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550792/1/?bust=1595343942&width=450,None,2020-07-21 15:04:29+00:00,adoptable
48553014,61,Reagan,"Hound, Terrier",Adult,"Tricolor (Brown, Black, & White)",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553014/1/?bust=1595353935&width=450,"Reagan is a sweet little hound who is big on cuddle time. She&#039;s a little anxious and prefers calm, gentle...",2020-07-21 17:53:00+00:00,adopted
48551029,62,Aussie/Shep Mix F#1,"Australian Shepherd, Shepherd",Baby,None,Large,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551029/1/?bust=1595344953&width=450,"Please send Anna a text at 407.952.1037 to schedule and appointment to meet this furbaby.   This puppy comes Spayed/Neutered, current...",2020-07-21 15:23:01+00:00,adopted
48552557,63,Honey,Chihuahua,Baby,White / Cream,Small,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552557/1/?bust=1595351281&width=450,"Honey is 3 month old who has so much love to give her new family. She is spayed, and up-to-date...",2020-07-21 17:08:15+00:00,adopted
48555292,64,Baby,"Pit Bull Terrier, Black Labrador Retriever",Young,"Tricolor (Brown, Black, & White)",Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555292/1/?bust=1595364178&width=450,This is a courtesy post. The dog is not at the shelter. Please call the contact number at end of...,2020-07-21 20:43:48+00:00,adopted
48552804,65,Koda,"Chow Chow, Australian Cattle Dog / Blue Heeler",Adult,Brown / Chocolate,Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552804/1/?bust=1595352962&width=450,"Hi, I am Koda! I am estimated at about four years old and a Chow-Red Heeler mix, which explains my...",2020-07-21 17:38:31+00:00,adopted
48550993,66,Tank **READ ENTIRE DESCRIPTION**,Mixed Breed,Adult,Brindle,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550993/2/?bust=1595344744&width=450,PLEASE COMPLETELY READ THE ENTIRE DESCRIPTION   We are a foster home based rescue organization. **Only approved adopters can meet our...,2020-07-21 17:28:29+00:00,adoptable
48550643,67,Huey,"German Shepherd Dog, Black Mouth Cur",Young,None,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550643/1/crop/?bust=1595902012&width=450,Huey is 15 months old and 42 lbs. He is a German Shepherd/Black Mouth Curr mix.   He is friendly and...,2020-07-21 14:50:54+00:00,adopted
48555441,68,Annie,Shepherd,Adult,Bicolor,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555441/3/?bust=1595364716&width=450,"This is our sweet mama dog, Annie. She is approximately 1 year old. She is very affectionate and submissive. She...",2020-07-21 20:52:03+00:00,adopted
48551117,69,Willie,Beagle,Adult,"Black, Brown / Chocolate",Medium,Male,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551117/1/?bust=1595345695&width=450,"Willie is a two-year-old, 27-pound male beagle. He was recently surrendered to the shelter. Willie is a very sweet, friendly...",2020-07-21 15:35:21+00:00,adopted
48553829,70,Herbert,Shih Tzu,Adult,"Black, Gray / Blue / Silver",Small,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553829/2/?bust=1595357523&width=450,"Herbert is a five year old little dream boat, he loves every person he meets. Herbert has done well with...",2020-07-21 18:59:04+00:00,adopted
48550356,71,Croissant - Application Pending,Chihuahua,Adult,None,Small,Female,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550356/1/?bust=1595339974&width=450,Croissant is living in a foster home. Submit an application from our website and then make an appointment to meet...,2020-07-22 17:36:29+00:00,adopted
48553192,72,Suzie,"Treeing Walker Coonhound, Mixed Breed",Young,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553192/2/?bust=1595354130&width=450,READ ALL INFORMATION BELOW.    Miss Suzie is just 13 months of age.  Her momma was a pure breed Treeing Walker....,2020-07-21 17:57:40+00:00,adoptable
48551005,73,Poppy,"Shih Tzu, Poodle",Baby,None,Small,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551005/3/?bust=1595344761&width=450,"Hi, my name is Poppy! I was born 5/25/2020 so I am about 8 weeks old. I am a small...",2020-07-21 15:24:51+00:00,adopted
48550751,74,Pooh Bear,Chihuahua,Adult,None,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550751/1/?bust=1597439403&width=450,You can fill out an adoption application online on our official website.&amp;#34;Sometimes the smallest things take up the most room...,2020-07-21 14:57:05+00:00,adopted
48551510,75,Popcorn,Pomeranian,Adult,None,Small,Male,0,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551510/1/?bust=1595346978&width=450,Popcorn is living in a foster home. Submit an application from our website and then make an appointment to meet...,2020-07-22 18:36:02+00:00,adopted
48550897,76,Minnie in NH,Labrador Retriever,Baby,"Black, White / Cream",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550897/1/?bust=1595344281&width=450,10 week old lab mix   PLEASE do not email us through the Petfinder inquiry but our direct email address. Emails...,2020-07-21 15:09:43+00:00,adopted
48555396,77,Clover,Pit Bull Terrier,Adult,"Black, White / Cream",Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555396/2/?bust=1597790038&width=450,Good things come to those who wait....will you be my good thing?.....  My name is Clover!  I was brought back...,2020-07-21 20:55:45+00:00,adoptable
48552845,78,Lily,German Shepherd Dog,Senior,White / Cream,Medium,Female,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552845/1/?bust=1595353155&width=450,Meet Lily! She is a beautiful 7 year old white German Shepherd. Lily gets along with kids. She does not...,2020-07-21 17:41:37+00:00,adoptable
48551290,79,Gavel,Hound,Baby,"Brindle, White / Cream",Medium,Female,0,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551290/1/?bust=1595346721&width=450,Born approx 4/20/20 and rescued along with 3 sisters  Please visit www.handsheartspaws.org for an adoption application  All of our dogs...,2020-07-21 15:54:07+00:00,adopted
48552795,80,Dak,Siberian Husky,Adult,None,Medium,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552795/1/crop/?bust=1595353055&width=450,Dak is an almost one year old Siberian Husky mix.  He is crate and house trained.  He is smart and...,2020-07-21 17:38:24+00:00,adopted
48551443,81,LIL BEX,"Shiba Inu, Pomeranian",Adult,None,Large,Male,1,0,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551443/1/?bust=1597424486&width=450,None,2020-07-21 15:51:13+00:00,adoptable
48549970,82,April,"Hound, Cattle Dog",Baby,None,Medium,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549970/1/?bust=1597157313&width=450,You can fill out an adoption application online on our official website.,2020-07-21 13:20:29+00:00,adopted
48555115,83,Drizzie,"Yorkshire Terrier, Papillon",Senior,None,Small,Female,0,1,0,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555115/1/?bust=1597855499&width=450,Drizzie is available through our senior program. She is located with one of our amazing fosters.  DOB: est 2005  Size:...,2020-07-21 20:15:05+00:00,adopted
48549618,84,Senji,Shih Tzu,Senior,None,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48549618/1/?bust=1596965520&width=450,Senji - M - 10yrs 12lbs - brown (Pic of dog on pillow on sofa).  Sweet dogs and loves toys....,2020-07-21 11:05:30+00:00,adopted
48553215,85,Frazier,Mixed Breed,Baby,"Apricot / Beige, White / Cream",Medium,Male,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553215/1/?bust=1595354397&width=450,Meet Frazier! He is around 10 weeks old and 10 pounds.  Interested in this sweet dog? Apply today at http://www.underdogpetrescue.org/dog-application...,2020-07-21 18:01:59+00:00,adopted
48555284,86,Sinjin,Yorkshire Terrier,Adult,None,Small,Male,1,1,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555284/1/?bust=1597677898&width=450,You can fill out an adoption application online on our official website. Sinjin is a very spunky older Yorkie. He...,2020-07-21 20:33:31+00:00,adopted
48554616,87,*Louise von Lemgo,German Shepherd Dog,Young,"Black, Yellow / Tan / Blond / Fawn",Large,Female,1,0,1,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554616/4/?bust=1595360097&width=450,*Louise von Lemgo is a stunning 14-16 month old German Shepherd.  *Louise von Lemgo is new to Westside and we...,2020-07-21 19:35:52+00:00,adoptable
